id,family_id,product_code,variant_suffix,configuration_type,configuration_name,specifications,bounding_box,page_number,notes,created_at
1591,146,4282-10-03,,STANDARD,,"{""Artikelnr."": ""4282-10-03"", ""Bult-Gänga"": ""M 10 x 1,0"", ""Typ"": ""Banjo"", ""Slang ID"": ""3/16\"""", ""Höjd"": ""10,0 mm""}",,185,,2025-11-12 17:49:22
1592,146,4282-10-04,,STANDARD,,"{""Artikelnr."": ""4282-10-04"", ""Bult-Gänga"": ""M 10 x 1,0"", ""Typ"": ""Banjo"", ""Slang ID"": ""1/4\"""", ""Höjd"": ""10,0 mm""}",,185,,2025-11-12 17:49:22
1593,146,4282-12-03,,STANDARD,,"{""Artikelnr."": ""4282-12-03"", ""Bult-Gänga"": ""M 12 x 1,5"", ""Typ"": ""Banjo"", ""Slang ID"": ""3/16\"""", ""Höjd"": ""12,0 mm""}",,185,,2025-11-12 17:49:22
1594,146,4282-12-04,,STANDARD,,"{""Artikelnr."": ""4282-12-04"", ""Bult-Gänga"": ""M 12 x 1,5"", ""Typ"": ""Banjo"", ""Slang ID"": ""1/4\"""", ""Höjd"": ""12,0 mm""}",,185,,2025-11-12 17:49:22
1595,146,4282-12-05,,STANDARD,,"{""Artikelnr."": ""4282-12-05"", ""Bult-Gänga"": ""M 12 x 1,5"", ""Typ"": ""Banjo"", ""Slang ID"": ""5/16\"""", ""Höjd"": ""12,0 mm""}",,185,,2025-11-12 17:49:22
1596,146,4282-14-03,,STANDARD,,"{""Artikelnr."": ""4282-14-03"", ""Bult-Gänga"": ""M 14 x 1,5"", ""Typ"": ""Banjo"", ""Slang ID"": ""3/16\"""", ""Höjd"": ""14,0 mm""}",,185,,2025-11-12 17:49:22
1597,146,4282-14-04,,STANDARD,,"{""Artikelnr."": ""4282-14-04"", ""Bult-Gänga"": ""M 14 x 1,5"", ""Typ"": ""Banjo"", ""Slang ID"": ""1/4\"""", ""Höjd"": ""14,0 mm""}",,185,,2025-11-12 17:49:22
1598,146,4282-14-05,,STANDARD,,"{""Artikelnr."": ""4282-14-05"", ""Bult-Gänga"": ""M 14 x 1,5"", ""Typ"": ""Banjo"", ""Slang ID"": ""5/16\"""", ""Höjd"": ""14,0 mm""}",,185,,2025-11-12 17:49:22
1599,146,4282-14-06,,STANDARD,,"{""Artikelnr."": ""4282-14-06"", ""Bult-Gänga"": ""M 14 x 1,5"", ""Typ"": ""Banjo"", ""Slang ID"": ""3/8\"""", ""Höjd"": ""14,0 mm""}",,185,,2025-11-12 17:49:22
1600,146,4282-16-04,,STANDARD,,"{""Artikelnr."": ""4282-16-04"", ""Bult-Gänga"": ""M 16 x 1,5"", ""Typ"": ""Banjo"", ""Slang ID"": ""1/4\"""", ""Höjd"": ""17,5 mm""}",,185,,2025-11-12 17:49:22
1601,146,4282-16-05,,STANDARD,,"{""Artikelnr."": ""4282-16-05"", ""Bult-Gänga"": ""M 16 x 1,5"", ""Typ"": ""Banjo"", ""Slang ID"": ""5/16\"""", ""Höjd"": ""17,5 mm""}",,185,,2025-11-12 17:49:22
1602,146,4282-16-06,,STANDARD,,"{""Artikelnr."": ""4282-16-06"", ""Bult-Gänga"": ""M 16 x 1,5"", ""Typ"": ""Banjo"", ""Slang ID"": ""3/8\"""", ""Höjd"": ""17,5 mm""}",,185,,2025-11-12 17:49:22
1603,146,4282-18-04,,STANDARD,,"{""Artikelnr."": ""4282-18-04"", ""Bult-Gänga"": ""M 18 x 1,5"", ""Typ"": ""Banjo"", ""Slang ID"": ""1/4\"""", ""Höjd"": ""20,5 mm""}",,185,,2025-11-12 17:49:22
1604,146,4282-18-05,,STANDARD,,"{""Artikelnr."": ""4282-18-05"", ""Bult-Gänga"": ""M 18 x 1,5"", ""Typ"": ""Banjo"", ""Slang ID"": ""5/16\"""", ""Höjd"": ""20,5 mm""}",,185,,2025-11-12 17:49:22
1605,146,4282-18-06,,STANDARD,,"{""Artikelnr."": ""4282-18-06"", ""Bult-Gänga"": ""M 18 x 1,5"", ""Typ"": ""Banjo"", ""Slang ID"": ""3/8\"""", ""Höjd"": ""20,5 mm""}",,185,,2025-11-12 17:49:22
1606,146,4282-18-08,,STANDARD,,"{""Artikelnr."": ""4282-18-08"", ""Bult-Gänga"": ""M 18 x 1,5"", ""Typ"": ""Banjo"", ""Slang ID"": ""1/2\"""", ""Höjd"": ""20,5 mm""}",,185,,2025-11-12 17:49:22
1607,146,4282-20-06,,STANDARD,,"{""Artikelnr."": ""4282-20-06"", ""Bult-Gänga"": ""M 20 x 1,5"", ""Typ"": ""Banjo"", ""Slang ID"": ""3/8\"""", ""Höjd"": ""23,0 mm""}",,185,,2025-11-12 17:49:22
1608,146,4282-20-08,,STANDARD,,"{""Artikelnr."": ""4282-20-08"", ""Bult-Gänga"": ""M 20 x 1,5"", ""Typ"": ""Banjo"", ""Slang ID"": ""1/2\"""", ""Höjd"": ""23,0 mm""}",,185,,2025-11-12 17:49:22
1609,146,4282-22-06,,STANDARD,,"{""Artikelnr."": ""4282-22-06"", ""Bult-Gänga"": ""M 22 x 1,5"", ""Typ"": ""Banjo"", ""Slang ID"": ""3/8\"""", ""Höjd"": ""22,5 mm""}",,185,,2025-11-12 17:49:22
1610,146,4282-22-08,,STANDARD,,"{""Artikelnr."": ""4282-22-08"", ""Bult-Gänga"": ""M 22 x 1,5"", ""Typ"": ""Banjo"", ""Slang ID"": ""1/2\"""", ""Höjd"": ""22,5 mm""}",,185,,2025-11-12 17:49:22
1611,146,4282-22-10,,STANDARD,,"{""Artikelnr."": ""4282-22-10"", ""Bult-Gänga"": ""M 22 x 1,5"", ""Typ"": ""Banjo"", ""Slang ID"": ""5/8\"""", ""Höjd"": ""22,5 mm""}",,185,,2025-11-12 17:49:22
1612,146,4282-26-12,,STANDARD,,"{""Artikelnr."": ""4282-26-12"", ""Bult-Gänga"": ""M 26 x 1,5"", ""Typ"": ""Banjo"", ""Slang ID"": ""3/4\"""", ""Höjd"": ""29,5 mm""}",,185,,2025-11-12 17:49:22
1613,146,4282-30-12,,STANDARD,,"{""Artikelnr."": ""4282-30-12"", ""Bult-Gänga"": ""M 30 x 1,5"", ""Typ"": ""Banjo"", ""Slang ID"": ""3/4\"""", ""Höjd"": ""30,0 mm""}",,185,,2025-11-12 17:49:22
1614,146,4282-30-16,,STANDARD,,"{""Artikelnr."": ""4282-30-16"", ""Bult-Gänga"": ""M 30 x 1,5"", ""Typ"": ""Banjo"", ""Slang ID"": ""1\"""", ""Höjd"": ""37,0 mm""}",,185,,2025-11-12 17:49:22
1615,147,4282-01-10,,STANDARD,,"{""Artikelnr."": ""4282-01-10"", ""Gänga"": ""M 10x1,0"", ""Typ"": ""Banjobult"", ""Längd"": ""21,5 mm""}",,185,,2025-11-12 17:49:22
1616,147,4282-01-12,,STANDARD,,"{""Artikelnr."": ""4282-01-12"", ""Gänga"": ""M 12x1,5"", ""Typ"": ""Banjobult"", ""Längd"": ""25,5 mm""}",,185,,2025-11-12 17:49:22
1617,147,4282-01-14,,STANDARD,,"{""Artikelnr."": ""4282-01-14"", ""Gänga"": ""M 14x1,5"", ""Typ"": ""Banjobult"", ""Längd"": ""30,5 mm""}",,185,,2025-11-12 17:49:22
1618,147,4282-01-16,,STANDARD,,"{""Artikelnr."": ""4282-01-16"", ""Gänga"": ""M 16x1,5"", ""Typ"": ""Banjobult"", ""Längd"": ""32,5 mm""}",,185,,2025-11-12 17:49:22
1619,147,4282-01-18,,STANDARD,,"{""Artikelnr."": ""4282-01-18"", ""Gänga"": ""M 18x1,5"", ""Typ"": ""Banjobult"", ""Längd"": ""36,5 mm""}",,185,,2025-11-12 17:49:22
1620,147,4282-01-20,,STANDARD,,"{""Artikelnr."": ""4282-01-20"", ""Gänga"": ""M 20x1,5"", ""Typ"": ""Banjobult"", ""Längd"": ""39,5 mm""}",,185,,2025-11-12 17:49:22
1621,147,4282-01-22,,STANDARD,,"{""Artikelnr."": ""4282-01-22"", ""Gänga"": ""M 22x1,5"", ""Typ"": ""Banjobult"", ""Längd"": ""41,5 mm""}",,185,,2025-11-12 17:49:22
1622,147,4282-01-26,,STANDARD,,"{""Artikelnr."": ""4282-01-26"", ""Gänga"": ""M 26x1,5"", ""Typ"": ""Banjobult"", ""Längd"": ""48,5 mm""}",,185,,2025-11-12 17:49:22
1623,147,4282-01-30,,STANDARD,,"{""Artikelnr."": ""4282-01-30"", ""Gänga"": ""M 30x1,5"", ""Typ"": ""Banjobult"", ""Längd"": ""53,0 mm""}",,185,,2025-11-12 17:49:22
1624,148,4290-04-04*,,STANDARD,,"{""Artikelnr."": ""4290-04-04*"", ""Gänga"": ""9/16\""-18 UNF"", ""Typ"": ""ORFS"", ""Slang ID"": ""1/4\""""}",,186,,2025-11-12 17:49:58
1625,148,4290-04-06,,STANDARD,,"{""Artikelnr."": ""4290-04-06"", ""Gänga"": ""9/16\""-18 UNF"", ""Typ"": ""ORFS"", ""Slang ID"": ""3/8\""""}",,186,,2025-11-12 17:49:58
1626,148,4290-06-04,,STANDARD,,"{""Artikelnr."": ""4290-06-04"", ""Gänga"": ""11/16\""-16 UN"", ""Typ"": ""ORFS"", ""Slang ID"": ""1/4\""""}",,186,,2025-11-12 17:49:58
1627,148,4290-06-06*,,STANDARD,,"{""Artikelnr."": ""4290-06-06*"", ""Gänga"": ""11/16\""-16 UN"", ""Typ"": ""ORFS"", ""Slang ID"": ""3/8\""""}",,186,,2025-11-12 17:49:58
1628,148,4290-06-08,,STANDARD,,"{""Artikelnr."": ""4290-06-08"", ""Gänga"": ""11/16\""-16 UN"", ""Typ"": ""ORFS"", ""Slang ID"": ""1/2\""""}",,186,,2025-11-12 17:49:58
1629,148,4290-08-06,,STANDARD,,"{""Artikelnr."": ""4290-08-06"", ""Gänga"": ""13/16\""-16 UN"", ""Typ"": ""ORFS"", ""Slang ID"": ""1/2\""""}",,186,,2025-11-12 17:49:58
1630,148,4290-08-08*,,STANDARD,,"{""Artikelnr."": ""4290-08-08*"", ""Gänga"": ""13/16\""-16 UN"", ""Typ"": ""ORFS"", ""Slang ID"": ""1/2\""""}",,186,,2025-11-12 17:49:58
1631,148,4290-10-08,,STANDARD,,"{""Artikelnr."": ""4290-10-08"", ""Gänga"": ""1\""-14 UNS"", ""Typ"": ""ORFS"", ""Slang ID"": ""1/2\""""}",,186,,2025-11-12 17:49:58
1632,148,4290-12-08,,STANDARD,,"{""Artikelnr."": ""4290-12-08"", ""Gänga"": ""1 3/16\""-12 UN"", ""Typ"": ""ORFS"", ""Slang ID"": ""1/2\""""}",,186,,2025-11-12 17:49:58
1633,148,4290-10-10*,,STANDARD,,"{""Artikelnr."": ""4290-10-10*"", ""Gänga"": ""1\""-14 UNS"", ""Typ"": ""ORFS"", ""Slang ID"": ""5/8\""""}",,186,,2025-11-12 17:49:58
1634,148,4290-12-10,,STANDARD,,"{""Artikelnr."": ""4290-12-10"", ""Gänga"": ""1 3/16\""-12 UN"", ""Typ"": ""ORFS"", ""Slang ID"": ""5/8\""""}",,186,,2025-11-12 17:49:58
1635,148,4290-12-12*,,STANDARD,,"{""Artikelnr."": ""4290-12-12*"", ""Gänga"": ""1 3/16\""-12 UN"", ""Typ"": ""ORFS"", ""Slang ID"": ""3/4\""""}",,186,,2025-11-12 17:49:58
1636,148,4290-16-12,,STANDARD,,"{""Artikelnr."": ""4290-16-12"", ""Gänga"": ""1 7/16\""-12 UN"", ""Typ"": ""ORFS"", ""Slang ID"": ""3/4\""""}",,186,,2025-11-12 17:49:58
1637,148,4290-16-16*,,STANDARD,,"{""Artikelnr."": ""4290-16-16*"", ""Gänga"": ""1 7/16\""-12 UN"", ""Typ"": ""ORFS"", ""Slang ID"": ""1\""""}",,186,,2025-11-12 17:49:58
1638,148,4290-20-16,,STANDARD,,"{""Artikelnr."": ""4290-20-16"", ""Gänga"": ""1 11/16\""-12 UN"", ""Typ"": ""ORFS"", ""Slang ID"": ""1\""""}",,186,,2025-11-12 17:49:58
1639,148,4290-20-20,,STANDARD,,"{""Artikelnr."": ""4290-20-20"", ""Gänga"": ""1 11/16\""-12 UN"", ""Typ"": ""ORFS"", ""Slang ID"": ""1 1/4\""""}",,186,,2025-11-12 17:49:58
1640,148,4290-24-24,,STANDARD,,"{""Artikelnr."": ""4290-24-24"", ""Gänga"": ""2\""-12 UN"", ""Typ"": ""ORFS"", ""Slang ID"": ""1 1/2\""""}",,186,,2025-11-12 17:49:58
1641,149,4290-04-04-2,,STANDARD,,"{""Artikelnr."": ""4290-04-04-2"", ""Gänga"": ""9/16\""-18 UNF"", ""Typ"": ""ORFS IR"", ""Slang ID"": ""1/4\""""}",,186,,2025-11-12 17:49:58
1642,149,4290-06-04-2,,STANDARD,,"{""Artikelnr."": ""4290-06-04-2"", ""Gänga"": ""11/16\""-16 UN"", ""Typ"": ""ORFS IR"", ""Slang ID"": ""1/4\""""}",,186,,2025-11-12 17:49:58
1643,149,4290-06-05-2,,STANDARD,,"{""Artikelnr."": ""4290-06-05-2"", ""Gänga"": ""11/16\""-16 UN"", ""Typ"": ""ORFS IR"", ""Slang ID"": ""5/16\""""}",,186,,2025-11-12 17:49:58
1644,149,4290-06-06-2,,STANDARD,,"{""Artikelnr."": ""4290-06-06-2"", ""Gänga"": ""11/16\""-16 UN"", ""Typ"": ""ORFS IR"", ""Slang ID"": ""3/8\""""}",,186,,2025-11-12 17:49:58
1645,149,4290-08-06-2,,STANDARD,,"{""Artikelnr."": ""4290-08-06-2"", ""Gänga"": ""13/16\""-16 UN"", ""Typ"": ""ORFS IR"", ""Slang ID"": ""3/8\""""}",,186,,2025-11-12 17:49:58
1646,149,4290-08-08-2,,STANDARD,,"{""Artikelnr."": ""4290-08-08-2"", ""Gänga"": ""13/16\""-16 UN"", ""Typ"": ""ORFS IR"", ""Slang ID"": ""1/2\""""}",,186,,2025-11-12 17:49:58
1647,149,4290-10-08-2,,STANDARD,,"{""Artikelnr."": ""4290-10-08-2"", ""Gänga"": ""1\""-14 UNS"", ""Typ"": ""ORFS IR"", ""Slang ID"": ""1/2\""""}",,186,,2025-11-12 17:49:58
1648,149,4290-10-10-2,,STANDARD,,"{""Artikelnr."": ""4290-10-10-2"", ""Gänga"": ""1\""-14 UNS"", ""Typ"": ""ORFS IR"", ""Slang ID"": ""5/8\""""}",,186,,2025-11-12 17:49:58
1649,149,4290-12-08-2,,STANDARD,,"{""Artikelnr."": ""4290-12-08-2"", ""Gänga"": ""1 3/16\""-12 UN"", ""Typ"": ""ORFS IR"", ""Slang ID"": ""1/2\""""}",,186,,2025-11-12 17:49:58
1650,149,4290-12-10-2,,STANDARD,,"{""Artikelnr."": ""4290-12-10-2"", ""Gänga"": ""1 3/16\""-12 UN"", ""Typ"": ""ORFS IR"", ""Slang ID"": ""5/8\""""}",,186,,2025-11-12 17:49:58
1651,149,4290-12-12-2,,STANDARD,,"{""Artikelnr."": ""4290-12-12-2"", ""Gänga"": ""1 3/16\""-12 UN"", ""Typ"": ""ORFS IR"", ""Slang ID"": ""3/4\""""}",,186,,2025-11-12 17:49:58
1652,149,4290-16-12-2,,STANDARD,,"{""Artikelnr."": ""4290-16-12-2"", ""Gänga"": ""1 7/16\""-12 UN"", ""Typ"": ""ORFS IR"", ""Slang ID"": ""3/4\""""}",,186,,2025-11-12 17:49:58
1653,149,4290-16-16-2,,STANDARD,,"{""Artikelnr."": ""4290-16-16-2"", ""Gänga"": ""1 7/16\""-12 UN"", ""Typ"": ""ORFS IR"", ""Slang ID"": ""1\""""}",,186,,2025-11-12 17:49:58
1654,149,4290-20-16-2,,STANDARD,,"{""Artikelnr."": ""4290-20-16-2"", ""Gänga"": ""1 11/16\""-12 UN"", ""Typ"": ""ORFS IR"", ""Slang ID"": ""1\""""}",,186,,2025-11-12 17:49:58
1655,149,4290-20-20-2,,STANDARD,,"{""Artikelnr."": ""4290-20-20-2"", ""Gänga"": ""1 11/16\""-12 UN"", ""Typ"": ""ORFS IR"", ""Slang ID"": ""1 1/4\""""}",,186,,2025-11-12 17:49:58
1656,149,4290-24-24-2,,STANDARD,,"{""Artikelnr."": ""4290-24-24-2"", ""Gänga"": ""2\""-12 UN"", ""Typ"": ""ORFS IR"", ""Slang ID"": ""1 1/2\""""}",,186,,2025-11-12 17:49:58
1657,150,4291-04-04,,STANDARD,,"{""Artikelnr."": ""4291-04-04"", ""Gänga"": ""9/16\"" -18 UNF"", ""Typ"": ""ORFS 90° IR"", ""Slang ID"": ""1/4\""""}",,186,,2025-11-12 17:49:58
1658,150,4291-06-06,,STANDARD,,"{""Artikelnr."": ""4291-06-06"", ""Gänga"": ""11/16\""-16 UN"", ""Typ"": ""ORFS 90° IR"", ""Slang ID"": ""3/8\""""}",,186,,2025-11-12 17:49:58
1659,150,4291-06-08,,STANDARD,,"{""Artikelnr."": ""4291-06-08"", ""Gänga"": ""11/16\""-16 UN"", ""Typ"": ""ORFS 90° IR"", ""Slang ID"": ""1/2\""""}",,186,,2025-11-12 17:49:58
1660,150,4291-08-08,,STANDARD,,"{""Artikelnr."": ""4291-08-08"", ""Gänga"": ""13/16\""-16 UN"", ""Typ"": ""ORFS 90° IR"", ""Slang ID"": ""1/2\""""}",,186,,2025-11-12 17:49:58
1661,150,4291-10-08,,STANDARD,,"{""Artikelnr."": ""4291-10-08"", ""Gänga"": ""1\""- 14 UNS"", ""Typ"": ""ORFS 90° IR"", ""Slang ID"": ""1/2\""""}",,186,,2025-11-12 17:49:58
1662,150,4291-10-10,,STANDARD,,"{""Artikelnr."": ""4291-10-10"", ""Gänga"": ""1\""-14 UNS"", ""Typ"": ""ORFS 90° IR"", ""Slang ID"": ""5/8\""""}",,186,,2025-11-12 17:49:58
1663,150,4291-12-12,,STANDARD,,"{""Artikelnr."": ""4291-12-12"", ""Gänga"": ""1 3/16\""-12 UN"", ""Typ"": ""ORFS 90° IR"", ""Slang ID"": ""3/4\""""}",,186,,2025-11-12 17:49:58
1664,150,4291-16-16,,STANDARD,,"{""Artikelnr."": ""4291-16-16"", ""Gänga"": ""1 7/16\""-12 UN"", ""Typ"": ""ORFS 90° IR"", ""Slang ID"": ""1\""""}",,186,,2025-11-12 17:49:58
1665,150,4291-20-16,,STANDARD,,"{""Artikelnr."": ""4291-20-16"", ""Gänga"": ""11/16\""-12 UN"", ""Typ"": ""ORFS 90° IR"", ""Slang ID"": ""1\""""}",,186,,2025-11-12 17:49:58
1666,150,4291-20-20,,STANDARD,,"{""Artikelnr."": ""4291-20-20"", ""Gänga"": ""1 11/16\""-12 UN"", ""Typ"": ""ORFS 90° IR"", ""Slang ID"": ""1 1/4\""""}",,186,,2025-11-12 17:49:58
1667,150,4291-24-24,,STANDARD,,"{""Artikelnr."": ""4291-24-24"", ""Gänga"": ""2\""-12 UN"", ""Typ"": ""ORFS 90° IR"", ""Slang ID"": ""1 1/2\""""}",,186,,2025-11-12 17:49:58
1668,151,4291-04-04-2,,STANDARD,,"{""Artikelnr."": ""4291-04-04-2"", ""Gänga"": ""9/16\""-18 UNF"", ""Typ"": ""ORFS 90° IR"", ""Slang ID"": ""1/4\""""}",,186,,2025-11-12 17:49:58
1669,151,4291-06-04-2,,STANDARD,,"{""Artikelnr."": ""4291-06-04-2"", ""Gänga"": ""11/16\""-16 UN"", ""Typ"": ""ORFS 90° IR"", ""Slang ID"": ""1/4\""""}",,186,,2025-11-12 17:49:58
1670,151,4291-06-05-2,,STANDARD,,"{""Artikelnr."": ""4291-06-05-2"", ""Gänga"": ""11/16\""-16 UN"", ""Typ"": ""ORFS 90° IR"", ""Slang ID"": ""5/16\""""}",,186,,2025-11-12 17:49:58
1671,151,4291-06-06-2,,STANDARD,,"{""Artikelnr."": ""4291-06-06-2"", ""Gänga"": ""11/16\""-16 UN"", ""Typ"": ""ORFS 90° IR"", ""Slang ID"": ""3/8\""""}",,186,,2025-11-12 17:49:58
1672,151,4291-08-06-2,,STANDARD,,"{""Artikelnr."": ""4291-08-06-2"", ""Gänga"": ""13/16\""-16 UN"", ""Typ"": ""ORFS 90° IR"", ""Slang ID"": ""3/8\""""}",,186,,2025-11-12 17:49:58
1673,151,4291-08-08-2,,STANDARD,,"{""Artikelnr."": ""4291-08-08-2"", ""Gänga"": ""13/16\""-16 UN"", ""Typ"": ""ORFS 90° IR"", ""Slang ID"": ""1/2\""""}",,186,,2025-11-12 17:49:58
1674,151,4291-10-08-2,,STANDARD,,"{""Artikelnr."": ""4291-10-08-2"", ""Gänga"": ""1\""-14 UNS"", ""Typ"": ""ORFS 90° IR"", ""Slang ID"": ""1/2\""""}",,186,,2025-11-12 17:49:58
1675,151,4291-10-10-2,,STANDARD,,"{""Artikelnr."": ""4291-10-10-2"", ""Gänga"": ""1\""-14 UNS"", ""Typ"": ""ORFS 90° IR"", ""Slang ID"": ""5/8\""""}",,186,,2025-11-12 17:49:58
1676,151,4291-12-08-2,,STANDARD,,"{""Artikelnr."": ""4291-12-08-2"", ""Gänga"": ""1 3/16\""-12 UN"", ""Typ"": ""ORFS 90° IR"", ""Slang ID"": ""1/2\""""}",,186,,2025-11-12 17:49:58
1677,151,4291-12-10-2,,STANDARD,,"{""Artikelnr."": ""4291-12-10-2"", ""Gänga"": ""1 3/16\""-12 UN"", ""Typ"": ""ORFS 90° IR"", ""Slang ID"": ""5/8\""""}",,186,,2025-11-12 17:49:58
1678,151,4291-12-12-2,,STANDARD,,"{""Artikelnr."": ""4291-12-12-2"", ""Gänga"": ""1 3/16\""-12 UN"", ""Typ"": ""ORFS 90° IR"", ""Slang ID"": ""3/4\""""}",,186,,2025-11-12 17:49:58
1679,151,4291-16-12-2,,STANDARD,,"{""Artikelnr."": ""4291-16-12-2"", ""Gänga"": ""1 7/16\""-12 UN"", ""Typ"": ""ORFS 90° IR"", ""Slang ID"": ""3/4\""""}",,186,,2025-11-12 17:49:58
1680,151,4291-16-16-2,,STANDARD,,"{""Artikelnr."": ""4291-16-16-2"", ""Gänga"": ""1 7/16\""-12 UN"", ""Typ"": ""ORFS 90° IR"", ""Slang ID"": ""1\""""}",,186,,2025-11-12 17:49:58
1681,151,4291-20-20-2,,STANDARD,,"{""Artikelnr."": ""4291-20-20-2"", ""Gänga"": ""1 11/16\""-12 UN"", ""Typ"": ""ORFS 90° IR"", ""Slang ID"": ""1 1/4\""""}",,186,,2025-11-12 17:49:58
1682,151,4291-24-24-2,,STANDARD,,"{""Artikelnr."": ""4291-24-24-2"", ""Gänga"": ""2\""-12 UN"", ""Typ"": ""ORFS 90° IR"", ""Slang ID"": ""1 1/2\""""}",,186,,2025-11-12 17:49:58
1683,152,4291-04-04-7,,STANDARD,,"{""Artikelnr."": ""4291-04-04-7"", ""Gänga"": ""9/16\""-18 UNF"", ""Typ"": ""ORFS 90° K IR"", ""Slang ID"": ""1/4\""""}",,186,,2025-11-12 17:49:58
1684,152,4291-06-06-7,,STANDARD,,"{""Artikelnr."": ""4291-06-06-7"", ""Gänga"": ""11/16\""-16 UN"", ""Typ"": ""ORFS 90° K IR"", ""Slang ID"": ""3/8\""""}",,186,,2025-11-12 17:49:58
1685,152,4291-08-04-7,,STANDARD,,"{""Artikelnr."": ""4291-08-04-7"", ""Gänga"": ""13/16\""-16 UN"", ""Typ"": ""ORFS 90° K IR"", ""Slang ID"": ""1/4\""""}",,186,,2025-11-12 17:49:58
1686,152,4291-08-08-7,,STANDARD,,"{""Artikelnr."": ""4291-08-08-7"", ""Gänga"": ""13/16\""-16 UN"", ""Typ"": ""ORFS 90° K IR"", ""Slang ID"": ""1/2\""""}",,186,,2025-11-12 17:49:58
1687,152,4291-10-10-7,,STANDARD,,"{""Artikelnr."": ""4291-10-10-7"", ""Gänga"": ""1\""-14 UNS"", ""Typ"": ""ORFS 90° K IR"", ""Slang ID"": ""5/8\""""}",,186,,2025-11-12 17:49:58
1688,152,4291-10-12-7,,STANDARD,,"{""Artikelnr."": ""4291-10-12-7"", ""Gänga"": ""1\""-14 UNS"", ""Typ"": ""ORFS 90° K IR"", ""Slang ID"": ""3/4\""""}",,186,,2025-11-12 17:49:58
1689,152,4291-12-12-7,,STANDARD,,"{""Artikelnr."": ""4291-12-12-7"", ""Gänga"": ""1 3/16\""-12 UN"", ""Typ"": ""ORFS 90° K IR"", ""Slang ID"": ""3/4\""""}",,186,,2025-11-12 17:49:58
1690,152,4291-16-16-7,,STANDARD,,"{""Artikelnr."": ""4291-16-16-7"", ""Gänga"": ""1 7/16\""-12 UN"", ""Typ"": ""ORFS 90° K IR"", ""Slang ID"": ""1\""""}",,186,,2025-11-12 17:49:58
1691,153,4292-04-04,,STANDARD,,"{""Artikelnr."": ""4292-04-04"", ""Gänga"": ""9/16\""-18 UNF"", ""Typ"": ""ORFS 45° IR"", ""Slang ID"": ""1/4\""""}",,187,,2025-11-12 17:50:31
1692,153,4292-06-04,,STANDARD,,"{""Artikelnr."": ""4292-06-04"", ""Gänga"": ""11/16\""-16 UN"", ""Typ"": ""ORFS 45° IR"", ""Slang ID"": ""1/4\""""}",,187,,2025-11-12 17:50:31
1693,153,4292-06-06,,STANDARD,,"{""Artikelnr."": ""4292-06-06"", ""Gänga"": ""11/16\""-16 UN"", ""Typ"": ""ORFS 45° IR"", ""Slang ID"": ""3/8\""""}",,187,,2025-11-12 17:50:31
1694,153,4292-08-08,,STANDARD,,"{""Artikelnr."": ""4292-08-08"", ""Gänga"": ""13/16\""-16 UN"", ""Typ"": ""ORFS 45° IR"", ""Slang ID"": ""1/2\""""}",,187,,2025-11-12 17:50:31
1695,153,4292-10-10,,STANDARD,,"{""Artikelnr."": ""4292-10-10"", ""Gänga"": ""1\""-14 UNS"", ""Typ"": ""ORFS 45° IR"", ""Slang ID"": ""5/8\""""}",,187,,2025-11-12 17:50:31
1696,153,4292-12-12,,STANDARD,,"{""Artikelnr."": ""4292-12-12"", ""Gänga"": ""1 3/16\"" UN"", ""Typ"": ""ORFS 45° IR"", ""Slang ID"": ""3/4\""""}",,187,,2025-11-12 17:50:31
1697,153,4292-16-12,,STANDARD,,"{""Artikelnr."": ""4292-16-12"", ""Gänga"": ""1 7/16\""-12 UN"", ""Typ"": ""ORFS 45° IR"", ""Slang ID"": ""3/4\""""}",,187,,2025-11-12 17:50:31
1698,153,4292-16-16,,STANDARD,,"{""Artikelnr."": ""4292-16-16"", ""Gänga"": ""1 7/16\""-12 UN"", ""Typ"": ""ORFS 45° IR"", ""Slang ID"": ""1\""""}",,187,,2025-11-12 17:50:31
1699,153,4292-20-20,,STANDARD,,"{""Artikelnr."": ""4292-20-20"", ""Gänga"": ""1 11/16\""-12 UN"", ""Typ"": ""ORFS 45° IR"", ""Slang ID"": ""1 1/4\""""}",,187,,2025-11-12 17:50:31
1700,153,4292-24-24,,STANDARD,,"{""Artikelnr."": ""4292-24-24"", ""Gänga"": ""2\""-12 UN"", ""Typ"": ""ORFS 45° IR"", ""Slang ID"": ""1 1/2\""""}",,187,,2025-11-12 17:50:31
1701,154,4292-04-04-2,,STANDARD,,"{""Artikelnr."": ""4292-04-04-2"", ""Gänga"": ""9/16\""-18 UNF"", ""Typ"": ""ORFS 45° IR"", ""Slang ID"": ""1/4\""""}",,187,,2025-11-12 17:50:31
1702,154,4292-06-04-2,,STANDARD,,"{""Artikelnr."": ""4292-06-04-2"", ""Gänga"": ""11/16\""-16 UN"", ""Typ"": ""ORFS 45° IR"", ""Slang ID"": ""1/4\""""}",,187,,2025-11-12 17:50:31
1703,154,4292-06-05-2,,STANDARD,,"{""Artikelnr."": ""4292-06-05-2"", ""Gänga"": ""11/16\""-16 UN"", ""Typ"": ""ORFS 45° IR"", ""Slang ID"": ""5/16\""""}",,187,,2025-11-12 17:50:31
