id,family_id,product_code,variant_suffix,configuration_type,configuration_name,specifications,bounding_box,page_number,notes,created_at
332,62,1057-01-08,-08,STANDARD,,"{""Artikel nummer"": ""1057-01-08"", ""ID mm"": ""13,0"", ""ID tum"": ""1/2\"""", ""YD mm"": ""22,5"", ""Arb.tr. MPa"": ""21,0"", ""Böjradie mm"": ""70"", ""Vikt kg/m"": ""0,30""}","[173.96307725172775, 340.8639979044596, 536.3999922010634, 354.6239974975586]",34,,2025-10-30 14:12:55
333,63,1092-01-02,-02,STANDARD,,"{""Artikelnummer"": ""1092-01-02"", ""ID mm"": ""3,4"", ""ID tum"": ""1/8\"""", ""YD mm"": ""6,2"", ""Arb.tr. MPa"": ""24,2"", ""Böjradie mm"": ""38"", ""Vikt kg/m"": ""65""}","[173.96307725172775, 620.5854101562501, 536.3999922010634, 633.5814062500001]",34,,2025-10-30 14:12:55
334,63,1092-01-03,-03,STANDARD,,"{""Artikelnummer"": ""1092-01-03"", ""ID mm"": ""5,1"", ""ID tum"": ""3/16\"""", ""YD mm"": ""8,1"", ""Arb.tr. MPa"": ""19,8"", ""Böjradie mm"": ""64"", ""Vikt kg/m"": ""84""}","[173.96307725172775, 633.5814062500001, 536.3999922010634, 646.5774023437501]",34,,2025-10-30 14:12:55
335,63,1092-01-04,-04,STANDARD,,"{""Artikelnummer"": ""1092-01-04"", ""ID mm"": ""6,7"", ""ID tum"": ""1/4\"""", ""YD mm"": ""9,4"", ""Arb.tr. MPa"": ""16,8"", ""Böjradie mm"": ""76"", ""Vikt kg/m"": ""121""}","[173.96307725172775, 646.5774023437501, 536.3999922010634, 659.5733984375]",34,,2025-10-30 14:12:55
336,63,1092-01-05,-05,STANDARD,,"{""Artikelnummer"": ""1092-01-05"", ""ID mm"": ""8,4"", ""ID tum"": ""5/16\"""", ""YD mm"": ""11,1"", ""Arb.tr. MPa"": ""15,5"", ""Böjradie mm"": ""102"", ""Vikt kg/m"": ""163""}","[173.96307725172775, 659.5733984375, 536.3999922010634, 672.56939453125]",34,,2025-10-30 14:12:55
337,63,1092-01-06,-06,STANDARD,,"{""Artikelnummer"": ""1092-01-06"", ""ID mm"": ""10,0"", ""ID tum"": ""3/8\"""", ""YD mm"": ""12,7"", ""Arb.tr. MPa"": ""13,8"", ""Böjradie mm"": ""127"", ""Vikt kg/m"": ""170""}","[173.96307725172775, 672.56939453125, 536.3999922010634, 685.5653906250001]",34,,2025-10-30 14:12:55
338,63,1092-01-08,-08,STANDARD,,"{""Artikelnummer"": ""1092-01-08"", ""ID mm"": ""13,2"", ""ID tum"": ""1/2\"""", ""YD mm"": ""16,6"", ""Arb.tr. MPa"": ""12,1"", ""Böjradie mm"": ""152"", ""Vikt kg/m"": ""234""}","[173.96307725172775, 685.5653906250001, 536.3999922010634, 698.5613867187501]",34,,2025-10-30 14:12:55
339,63,1092-01-10,-10,STANDARD,,"{""Artikelnummer"": ""1092-01-10"", ""ID mm"": ""16,6"", ""ID tum"": ""5/8\"""", ""YD mm"": ""19,8"", ""Arb.tr. MPa"": ""8,6"", ""Böjradie mm"": ""178"", ""Vikt kg/m"": ""318""}","[173.96307725172775, 698.5613867187501, 536.3999922010634, 711.5573828125001]",34,,2025-10-30 14:12:55
340,63,1092-01-12,-12,STANDARD,,"{""Artikelnummer"": ""1092-01-12"", ""ID mm"": ""19,8"", ""ID tum"": ""3/4\"""", ""YD mm"": ""23,0"", ""Arb.tr. MPa"": ""7,8"", ""Böjradie mm"": ""203"", ""Vikt kg/m"": ""395""}","[173.96307725172775, 711.5573828125001, 536.3999922010634, 724.55337890625]",34,,2025-10-30 14:12:55
341,63,1092-01-16,-16,STANDARD,,"{""Artikelnummer"": ""1092-01-16"", ""ID mm"": ""26,1"", ""ID tum"": ""1\"""", ""YD mm"": ""29,3"", ""Arb.tr. MPa"": ""6,0"", ""Böjradie mm"": ""305"", ""Vikt kg/m"": ""528""}","[173.96307725172775, 724.55337890625, 536.3999922010634, 737.549375]",34,,2025-10-30 14:12:55
342,64,1093-01-04,-04,STANDARD,,"{""Artikelnummer"": ""1093-01-04"", ""ID mm"": ""6,7"", ""ID tum"": ""1/4\"""", ""YD mm"": ""10,1"", ""Arb.tr. MPa"": ""17,3"", ""Böjradie mm"": ""51""}","[173.9520004272461, 243.86624040603638, 537.8040100097656, 257.1412400245666]",35,,2025-10-30 14:13:20
343,64,1093-01-05,-05,STANDARD,,"{""Artikelnummer"": ""1093-01-05"", ""ID mm"": ""8,4"", ""ID tum"": ""5/16\"""", ""YD mm"": ""11,7"", ""Arb.tr. MPa"": ""16,0"", ""Böjradie mm"": ""76""}","[173.9520004272461, 257.1412400245666, 537.8040100097656, 270.4162396430969]",35,,2025-10-30 14:13:20
344,64,1093-01-06,-06,STANDARD,,"{""Artikelnummer"": ""1093-01-06"", ""ID mm"": ""10,0"", ""ID tum"": ""3/8\"""", ""YD mm"": ""13,4"", ""Arb.tr. MPa"": ""13,8"", ""Böjradie mm"": ""83""}","[173.9520004272461, 270.4162396430969, 537.8040100097656, 283.6912392616272]",35,,2025-10-30 14:13:20
345,64,1093-01-08,-08,STANDARD,,"{""Artikelnummer"": ""1093-01-08"", ""ID mm"": ""13,4"", ""ID tum"": ""1/2\"""", ""YD mm"": ""16,8"", ""Arb.tr. MPa"": ""12,4"", ""Böjradie mm"": ""102""}","[173.9520004272461, 283.6912392616272, 537.8040100097656, 296.96623888015745]",35,,2025-10-30 14:13:20
346,64,1093-01-10,-10,STANDARD,,"{""Artikelnummer"": ""1093-01-10"", ""ID mm"": ""16,6"", ""ID tum"": ""5/8\"""", ""YD mm"": ""20,1"", ""Arb.tr. MPa"": ""8,6"", ""Böjradie mm"": ""127""}","[173.9520004272461, 296.96623888015745, 537.8040100097656, 310.2412384986877]",35,,2025-10-30 14:13:20
347,64,1093-01-12,-12,STANDARD,,"{""Artikelnummer"": ""1093-01-12"", ""ID mm"": ""19,8"", ""ID tum"": ""3/4\"""", ""YD mm"": ""23,2"", ""Arb.tr. MPa"": ""7,8"", ""Böjradie mm"": ""178""}","[173.9520004272461, 310.2412384986877, 537.8040100097656, 323.516238117218]",35,,2025-10-30 14:13:20
348,64,1093-01-16,-16,STANDARD,,"{""Artikelnummer"": ""1093-01-16"", ""ID mm"": ""26,1"", ""ID tum"": ""1\"""", ""YD mm"": ""29,5"", ""Arb.tr. MPa"": ""5,3"", ""Böjradie mm"": ""292""}","[173.9520004272461, 323.516238117218, 537.8040100097656, 336.79123773574827]",35,,2025-10-30 14:13:20
349,65,1095-01-04,-01-04,STANDARD,,"{""Artikelnummer"": ""1095-01-04"", ""ID mm"": ""6,2"", ""ID tum"": ""1/4\"""", ""YD mm"": ""9,8"", ""Arb.tr. MPa"": ""19,8"", ""Böjradie mm"": ""76""}","[173.9520004272461, 617.6250282287598, 537.8040100097656, 632.325025177002]",35,,2025-10-30 14:13:20
350,65,1095-01-06,-01-06,STANDARD,,"{""Artikelnummer"": ""1095-01-06"", ""ID mm"": ""8,9"", ""ID tum"": ""3/8\"""", ""YD mm"": ""13,0"", ""Arb.tr. MPa"": ""19,0"", ""Böjradie mm"": ""127""}","[173.9520004272461, 632.325025177002, 537.8040100097656, 647.0250221252442]",35,,2025-10-30 14:13:20
351,65,1095-01-08,-01-08,STANDARD,,"{""Artikelnummer"": ""1095-01-08"", ""ID mm"": ""12,4"", ""ID tum"": ""1/2\"""", ""YD mm"": ""16,9"", ""Arb.tr. MPa"": ""14,7"", ""Böjradie mm"": ""140""}","[173.9520004272461, 647.0250221252442, 537.8040100097656, 661.7250190734864]",35,,2025-10-30 14:13:20
352,66,1091-01-04,-04,STANDARD,,"{""Artikelnummer"": ""1091-01-04"", ""ID mm"": ""6,6"", ""ID tum"": ""1/4\"""", ""YD mm"": ""10,4"", ""Arb.tr. MPa"": ""15,0"", ""Böjradie mm"": ""18"", ""Vikt kg/m"": ""0,15""}","[173.96571459089006, 256.8154347592308, 530.6362134228956, 270.2897194853283]",36,,2025-10-30 14:13:56
353,66,1091-01-06,-06,STANDARD,,"{""Artikelnummer"": ""1091-01-06"", ""ID mm"": ""9,5"", ""ID tum"": ""3/8\"""", ""YD mm"": ""16,4"", ""Arb.tr. MPa"": ""15,0"", ""Böjradie mm"": ""20"", ""Vikt kg/m"": ""0,18""}","[173.96571459089006, 270.2897194853283, 530.6362134228956, 283.7640042114258]",36,,2025-10-30 14:13:56
354,66,1091-01-08,-08,STANDARD,,"{""Artikelnummer"": ""1091-01-08"", ""ID mm"": ""12,7"", ""ID tum"": ""1/2"", ""YD mm"": ""19,8"", ""Arb.tr. MPa"": ""13,5"", ""Böjradie mm"": ""25"", ""Vikt kg/m"": ""0,29""}","[173.96571459089006, 283.7640042114258, 530.6362134228956, 297.23828893752324]",36,,2025-10-30 14:13:56
355,66,1091-01-10,-10,STANDARD,,"{""Artikelnummer"": ""1091-01-10"", ""ID mm"": ""16"", ""ID tum"": ""5/8\"""", ""YD mm"": ""22,6"", ""Arb.tr. MPa"": ""10,0"", ""Böjradie mm"": ""50"", ""Vikt kg/m"": ""0,35""}","[173.96571459089006, 297.23828893752324, 530.6362134228956, 310.71257366362073]",36,,2025-10-30 14:13:56
356,66,1091-01-12,-12,STANDARD,,"{""Artikelnummer"": ""1091-01-12"", ""ID mm"": ""19"", ""ID tum"": ""3/4\"""", ""YD mm"": ""26,2"", ""Arb.tr. MPa"": ""8,0"", ""Böjradie mm"": ""65"", ""Vikt kg/m"": ""0,49""}","[173.96571459089006, 310.71257366362073, 530.6362134228956, 324.18685838971817]",36,,2025-10-30 14:13:56
357,66,1091-01-16,-16,STANDARD,,"{""Artikelnummer"": ""1091-01-16"", ""ID mm"": ""25,4"", ""ID tum"": ""1\"""", ""YD mm"": ""33,7"", ""Arb.tr. MPa"": ""5,5"", ""Böjradie mm"": ""90"", ""Vikt kg/m"": ""0,68""}","[173.96571459089006, 324.18685838971817, 530.6362134228956, 337.66114311581566]",36,,2025-10-30 14:13:56
358,67,1096-01-06,-06,STANDARD,,"{""Artikel nummer"": ""1096-01-06"", ""ID mm"": ""10,00"", ""ID tum"": ""3/8\"""", ""YD mm"": ""15,5"", ""Arb.tr. MPa"": ""12,5"", ""Böjradie mm"": ""50,0"", ""Vikt kg/m"": ""0,25""}","[173.96571459089006, 630.065397644043, 530.6362134228956, 643.0613998413086]",36,,2025-10-30 14:13:56
359,67,1096-01-08,-08,STANDARD,,"{""Artikel nummer"": ""1096-01-08"", ""ID mm"": ""13,20"", ""ID tum"": ""1/2\"""", ""YD mm"": ""18,7"", ""Arb.tr. MPa"": ""10,5"", ""Böjradie mm"": ""65,0"", ""Vikt kg/m"": ""0,32""}","[173.96571459089006, 643.0613998413086, 530.6362134228956, 656.0574020385742]",36,,2025-10-30 14:13:56
360,67,1096-01-10,-10,STANDARD,,"{""Artikel nummer"": ""1096-01-10"", ""ID mm"": ""16,00"", ""ID tum"": ""5/8\"""", ""YD mm"": ""22,0"", ""Arb.tr. MPa"": ""10,0"", ""Böjradie mm"": ""80,0"", ""Vikt kg/m"": ""0,41""}","[173.96571459089006, 656.0574020385742, 530.6362134228956, 669.0534042358398]",36,,2025-10-30 14:13:56
361,67,1096-01-12,-12,STANDARD,,"{""Artikel nummer"": ""1096-01-12"", ""ID mm"": ""19,50"", ""ID tum"": ""3/4\"""", ""YD mm"": ""26,9"", ""Arb.tr. MPa"": ""9,0"", ""Böjradie mm"": ""100,0"", ""Vikt kg/m"": ""0,54""}","[173.96571459089006, 669.0534042358398, 530.6362134228956, 682.0494064331054]",36,,2025-10-30 14:13:56
362,67,1096-01-16,-16,STANDARD,,"{""Artikel nummer"": ""1096-01-16"", ""ID mm"": ""25,45"", ""ID tum"": ""1\"""", ""YD mm"": ""32,9"", ""Arb.tr. MPa"": ""8,0"", ""Böjradie mm"": ""125,0"", ""Vikt kg/m"": ""0,72""}","[173.96571459089006, 682.0494064331054, 530.6362134228956, 695.0454086303711]",36,,2025-10-30 14:13:56
363,67,1096-01-20,-20,STANDARD,,"{""Artikel nummer"": ""1096-01-20"", ""ID mm"": ""32,00"", ""ID tum"": ""1 1/4\"""", ""YD mm"": ""39,4"", ""Arb.tr. MPa"": ""6,4"", ""Böjradie mm"": ""150,0"", ""Vikt kg/m"": ""0,82""}","[173.96571459089006, 695.0454086303711, 530.6362134228956, 708.0414108276367]",36,,2025-10-30 14:13:56
364,67,1096-01-24,-24,STANDARD,,"{""Artikel nummer"": ""1096-01-24"", ""ID mm"": ""38,15"", ""ID tum"": ""1 1/2\"""", ""YD mm"": ""45,9"", ""Arb.tr. MPa"": ""5,3"", ""Böjradie mm"": ""200,0"", ""Vikt kg/m"": ""1,05""}","[173.96571459089006, 708.0414108276367, 530.6362134228956, 721.0374130249023]",36,,2025-10-30 14:13:56
365,67,1096-01-32,-32,STANDARD,,"{""Artikel nummer"": ""1096-01-32"", ""ID mm"": ""50,10"", ""ID tum"": ""2\"""", ""YD mm"": ""58,4"", ""Arb.tr. MPa"": ""3,5"", ""Böjradie mm"": ""250,0"", ""Vikt kg/m"": ""1,27""}","[173.96571459089006, 721.0374130249023, 530.6362134228956, 734.033415222168]",36,,2025-10-30 14:13:56
366,67,1096-01-48,-48,STANDARD,,"{""Artikel nummer"": ""1096-01-48"", ""ID mm"": ""76,50"", ""ID tum"": ""3\"""", ""YD mm"": ""88,0"", ""Arb.tr. MPa"": ""2,0"", ""Böjradie mm"": ""380,0"", ""Vikt kg/m"": ""2,40""}","[173.96571459089006, 734.033415222168, 530.6362134228956, 747.0294174194336]",36,,2025-10-30 14:13:56
367,68,1096-11-06,-06,STANDARD,,"{""Artikelnummer"": ""1096-11-06"", ""ID mm"": ""10,0"", ""ID tum"": ""3/8\"""", ""YD mm"": ""15,5"", ""Arb.tr. MPa"": ""12,5"", ""Böjradie mm"": ""50,0"", ""Vikt kg/m"": ""0,25""}","[173.78999819074357, 254.33617095947267, 530.1220310756138, 267.21980743408204]",37,,2025-10-30 14:14:35
368,68,"1096,11-08",,STANDARD,,"{""Artikelnummer"": ""1096,11-08"", ""ID mm"": ""13,20"", ""ID tum"": ""1/2\"""", ""YD mm"": ""18,7"", ""Arb.tr. MPa"": ""10,5"", ""Böjradie mm"": ""65,0"", ""Vikt kg/m"": ""0,32""}","[173.78999819074357, 267.21980743408204, 530.1220310756138, 280.1034439086914]",37,,2025-10-30 14:14:35
369,68,1096-11-10,-10,STANDARD,,"{""Artikelnummer"": ""1096-11-10"", ""ID mm"": ""16,00"", ""ID tum"": ""5,8\"""", ""YD mm"": ""22,0"", ""Arb.tr. MPa"": ""10,0"", ""Böjradie mm"": ""80,0"", ""Vikt kg/m"": ""0,41""}","[173.78999819074357, 280.1034439086914, 530.1220310756138, 292.9870803833008]",37,,2025-10-30 14:14:35
370,68,1096-11-12,-12,STANDARD,,"{""Artikelnummer"": ""1096-11-12"", ""ID mm"": ""19,50"", ""ID tum"": ""3/4\"""", ""YD mm"": ""26,9"", ""Arb.tr. MPa"": ""9,0"", ""Böjradie mm"": ""100,0"", ""Vikt kg/m"": ""0,54""}","[173.78999819074357, 292.9870803833008, 530.1220310756138, 305.87071685791017]",37,,2025-10-30 14:14:35
371,68,1096-11-16,-16,STANDARD,,"{""Artikelnummer"": ""1096-11-16"", ""ID mm"": ""25,45"", ""ID tum"": ""1\"""", ""YD mm"": ""32,9"", ""Arb.tr. MPa"": ""8,0"", ""Böjradie mm"": ""125,0"", ""Vikt kg/m"": ""0,72""}","[173.78999819074357, 305.87071685791017, 530.1220310756138, 318.75435333251954]",37,,2025-10-30 14:14:35
372,68,1096-11-20,-20,STANDARD,,"{""Artikelnummer"": ""1096-11-20"", ""ID mm"": ""32,00"", ""ID tum"": ""1 1/4\"""", ""YD mm"": ""39,4"", ""Arb.tr. MPa"": ""6,4"", ""Böjradie mm"": ""150,0"", ""Vikt kg/m"": ""0,82""}","[173.78999819074357, 318.75435333251954, 530.1220310756138, 331.6379898071289]",37,,2025-10-30 14:14:35
373,68,1096-11-24,-24,STANDARD,,"{""Artikelnummer"": ""1096-11-24"", ""ID mm"": ""38,15"", ""ID tum"": ""1 1/2\"""", ""YD mm"": ""45,9"", ""Arb.tr. MPa"": ""5,3"", ""Böjradie mm"": ""200,0"", ""Vikt kg/m"": ""1,05""}","[173.78999819074357, 331.6379898071289, 530.1220310756138, 344.5216262817383]",37,,2025-10-30 14:14:35
374,68,1096-11-32,-32,STANDARD,,"{""Artikelnummer"": ""1096-11-32"", ""ID mm"": ""50,10"", ""ID tum"": ""2\"""", ""YD mm"": ""58,4"", ""Arb.tr. MPa"": ""3,5"", ""Böjradie mm"": ""250,0"", ""Vikt kg/m"": ""1,27""}","[173.78999819074357, 344.5216262817383, 530.1220310756138, 357.40526275634767]",37,,2025-10-30 14:14:35
375,68,1096-11-40,-40,STANDARD,,"{""Artikelnummer"": ""1096-11-40"", ""ID mm"": ""64,50"", ""ID tum"": ""2 1/2\"""", ""YD mm"": ""75,0"", ""Arb.tr. MPa"": ""2,5"", ""Böjradie mm"": ""320,0"", ""Vikt kg/m"": ""2,31""}","[173.78999819074357, 357.40526275634767, 530.1220310756138, 370.28889923095704]",37,,2025-10-30 14:14:35
376,68,1096-11-48,-48,STANDARD,,"{""Artikelnummer"": ""1096-11-48"", ""ID mm"": ""76,50"", ""ID tum"": ""3\"""", ""YD mm"": ""88,0"", ""Arb.tr. MPa"": ""2,0"", ""Böjradie mm"": ""380,0"", ""Vikt kg/m"": ""2,40""}","[173.78999819074357, 370.28889923095704, 530.1220310756138, 383.1725357055664]",37,,2025-10-30 14:14:35
377,69,1201-10-02,-02,STANDARD,,"{""Artikelnummer"": ""1201-10-02"", ""ID mm"": ""4"", ""ID tum"": ""5/32\"""", ""Arb.tr. MPa"": ""1200"", ""Böjradie mm"": ""75"", ""Vikt kg/m"": ""0,11""}","[173.78999819074357, 647.8480109744602, 530.1220310756138, 660.9680120256212]",37,,2025-10-30 14:14:35
378,69,1201-10-03,-03,STANDARD,,"{""Artikelnummer"": ""1201-10-03"", ""ID mm"": ""5"", ""ID tum"": ""3/16\"""", ""Arb.tr. MPa"": ""1040"", ""Böjradie mm"": ""95"", ""Vikt kg/m"": ""0,125""}","[173.78999819074357, 660.9680120256212, 530.1220310756138, 674.0880130767822]",37,,2025-10-30 14:14:35
379,69,1201-10-04,-04,STANDARD,,"{""Artikelnummer"": ""1201-10-04"", ""ID mm"": ""6,3"", ""ID tum"": ""1/4\"""", ""Arb.tr. MPa"": ""1000"", ""Böjradie mm"": ""110"", ""Vikt kg/m"": ""0,175""}","[173.78999819074357, 674.0880130767822, 530.1220310756138, 687.2080141279432]",37,,2025-10-30 14:14:35
380,69,1201-10-05,-05,STANDARD,,"{""Artikelnummer"": ""1201-10-05"", ""ID mm"": ""8,1"", ""ID tum"": ""5/16\"""", ""Arb.tr. MPa"": ""900"", ""Böjradie mm"": ""130"", ""Vikt kg/m"": ""0,2""}","[173.78999819074357, 687.2080141279432, 530.1220310756138, 700.3280151791042]",37,,2025-10-30 14:14:35
381,69,1201-10-06,-06,STANDARD,,"{""Artikelnummer"": ""1201-10-06"", ""ID mm"": ""10,1"", ""ID tum"": ""3/8\"""", ""Arb.tr. MPa"": ""690"", ""Böjradie mm"": ""160"", ""Vikt kg/m"": ""0,28""}","[173.78999819074357, 700.3280151791042, 530.1220310756138, 713.4480162302652]",37,,2025-10-30 14:14:35
382,69,1201-10-08,-08,STANDARD,,"{""Artikelnummer"": ""1201-10-08"", ""ID mm"": ""12,9"", ""ID tum"": ""1/2\"""", ""Arb.tr. MPa"": ""690"", ""Böjradie mm"": ""200"", ""Vikt kg/m"": ""0,435""}","[173.78999819074357, 713.4480162302652, 530.1220310756138, 726.5680172814264]",37,,2025-10-30 14:14:35
383,69,1201-10-12,-12,STANDARD,,"{""Artikelnummer"": ""1201-10-12"", ""ID mm"": ""19"", ""ID tum"": ""3/4\"""", ""Arb.tr. MPa"": ""520"", ""Böjradie mm"": ""240"", ""Vikt kg/m"": ""0,75""}","[173.78999819074357, 726.5680172814264, 530.1220310756138, 739.6880183325874]",37,,2025-10-30 14:14:35
384,69,1201-10-16,-16,STANDARD,,"{""Artikelnummer"": ""1201-10-16"", ""ID mm"": ""24,8"", ""ID tum"": ""1\"""", ""Arb.tr. MPa"": ""440"", ""Böjradie mm"": ""300"", ""Vikt kg/m"": ""0,95""}","[173.78999819074357, 739.6880183325874, 530.1220310756138, 752.8080193837484]",37,,2025-10-30 14:14:35
385,70,1201-11-02,-02,STANDARD,,"{""Artikelnummer"": ""1201-11-02"", ""ID mm"": ""4,0"", ""ID tum"": ""1/8\"""", ""YD mm"": ""9,8"", ""Arb.tr. MPa"": ""140,0"", ""Böjradie mm"": ""65"", ""Vikt kg/m"": ""0,16""}","[174.17454528808594, 258.8010004679362, 536.0171305338541, 272.54100087483727]",38,,2025-10-30 14:14:56
386,70,1201-11-04,-04,STANDARD,,"{""Artikelnummer"": ""1201-11-04"", ""ID mm"": ""6,0"", ""ID tum"": ""1/4\"""", ""YD mm"": ""11,7"", ""Arb.tr. MPa"": ""128,0"", ""Böjradie mm"": ""95"", ""Vikt kg/m"": ""0,23""}","[174.17454528808594, 272.54100087483727, 536.0171305338541, 286.28100128173827]",38,,2025-10-30 14:14:56
387,70,1201-11-05,-05,STANDARD,,"{""Artikelnummer"": ""1201-11-05"", ""ID mm"": ""8,0"", ""ID tum"": ""5/16\"""", ""YD mm"": ""13,8"", ""Arb.tr. MPa"": ""100,0"", ""Böjradie mm"": ""110"", ""Vikt kg/m"": ""0,29""}","[174.17454528808594, 286.28100128173827, 536.0171305338541, 300.02100168863933]",38,,2025-10-30 14:14:56
388,70,1201-11-06,-06,STANDARD,,"{""Artikelnummer"": ""1201-11-06"", ""ID mm"": ""10,0"", ""ID tum"": ""3/8\"""", ""YD mm"": ""16,8"", ""Arb.tr. MPa"": ""100,0"", ""Böjradie mm"": ""125"", ""Vikt kg/m"": ""0,43""}","[174.17454528808594, 300.02100168863933, 536.0171305338541, 313.7610020955404]",38,,2025-10-30 14:14:56
389,70,1201-11-08,-08,STANDARD,,"{""Artikelnummer"": ""1201-11-08"", ""ID mm"": ""12,8"", ""ID tum"": ""1/2\"""", ""YD mm"": ""20,4"", ""Arb.tr. MPa"": ""100,0"", ""Böjradie mm"": ""150"", ""Vikt kg/m"": ""0,59""}","[174.17454528808594, 313.7610020955404, 536.0171305338541, 327.5010025024414]",38,,2025-10-30 14:14:56
390,71,1201-16-05,-05,STANDARD,,"{""Artikelnummer"": ""1201-16-05"", ""ID mm"": ""8"", ""ID tum"": ""5/16\"""", ""Arb.tr. MPa"": ""1040"", ""Böjradie mm"": ""110"", ""Vikt kg/m"": ""0,364""}","[174.17454528808594, 634.4259958902994, 536.0171305338541, 650.0659901936848]",38,,2025-10-30 14:14:56
391,71,1201-16-08,-08,STANDARD,,"{""Artikelnummer"": ""1201-16-08"", ""ID mm"": ""12,8"", ""ID tum"": ""1/2\"""", ""Arb.tr. MPa"": ""1040"", ""Böjradie mm"": ""150"", ""Vikt kg/m"": ""0,59""}","[174.17454528808594, 650.0659901936848, 536.0171305338541, 665.7059844970703]",38,,2025-10-30 14:14:56
392,72,1201-30-02,-02,STANDARD,,"{""Artikelnummer"": ""1201-30-02"", ""ID mm"": ""4,0"", ""ID tum"": ""1/8\"""", ""YD mm"": ""10,3"", ""Arb.tr. MPa"": ""216,0"", ""Böjradie mm"": ""130"", ""Vikt kg/m"": ""0,23""}","[173.52000427246094, 277.7679948594835, 537.7999945746528, 290.88799675835503]",39,,2025-10-30 14:15:29
393,72,1201-30-03,-03,STANDARD,,"{""Artikelnummer"": ""1201-30-03"", ""ID mm"": ""5,0"", ""ID tum"": ""3/16\"""", ""YD mm"": ""11,2"", ""Arb.tr. MPa"": ""180,0"", ""Böjradie mm"": ""150"", ""Vikt kg/m"": ""0,26""}","[173.52000427246094, 290.88799675835503, 537.7999945746528, 304.00799865722655]",39,,2025-10-30 14:15:29
394,72,1201-30-04,-04,STANDARD,,"{""Artikelnummer"": ""1201-30-04"", ""ID mm"": ""6,3"", ""ID tum"": ""1/4\"""", ""YD mm"": ""12,6"", ""Arb.tr. MPa"": ""150,0"", ""Böjradie mm"": ""180"", ""Vikt kg/m"": ""0,30""}","[173.52000427246094, 304.00799865722655, 537.7999945746528, 317.1280005560981]",39,,2025-10-30 14:15:29
395,72,1201-30-05,-05,STANDARD,,"{""Artikelnummer"": ""1201-30-05"", ""ID mm"": ""8,0"", ""ID tum"": ""5/16\"""", ""YD mm"": ""14,6"", ""Arb.tr. MPa"": ""150,0"", ""Böjradie mm"": ""200"", ""Vikt kg/m"": ""0,39""}","[173.52000427246094, 317.1280005560981, 537.7999945746528, 330.24800245496965]",39,,2025-10-30 14:15:29
396,72,1201-30-06,-06,STANDARD,,"{""Artikelnummer"": ""1201-30-06"", ""ID mm"": ""9,9"", ""ID tum"": ""3/8\"""", ""YD mm"": ""18,4"", ""Arb.tr. MPa"": ""150,0"", ""Böjradie mm"": ""200"", ""Vikt kg/m"": ""0,60""}","[173.52000427246094, 330.24800245496965, 537.7999945746528, 343.3680043538411]",39,,2025-10-30 14:15:29
397,72,1201-30-08,-08,STANDARD,,"{""Artikelnummer"": ""1201-30-08"", ""ID mm"": ""12,8"", ""ID tum"": ""1/2\"""", ""YD mm"": ""21,4"", ""Arb.tr. MPa"": ""128,0"", ""Böjradie mm"": ""200"", ""Vikt kg/m"": ""0,80""}","[173.52000427246094, 343.3680043538411, 537.7999945746528, 356.4880062527127]",39,,2025-10-30 14:15:29
398,72,1201-30-10,-10,STANDARD,,"{""Artikelnummer"": ""1201-30-10"", ""ID mm"": ""16,0"", ""ID tum"": ""5/8\"""", ""YD mm"": ""25,0"", ""Arb.tr. MPa"": ""100,0"", ""Böjradie mm"": ""250"", ""Vikt kg/m"": ""0,94""}","[173.52000427246094, 356.4880062527127, 537.7999945746528, 369.6080081515842]",39,,2025-10-30 14:15:29
399,72,1201-30-12,-12,STANDARD,,"{""Artikelnummer"": ""1201-30-12"", ""ID mm"": ""19,8"", ""ID tum"": ""3/4\"""", ""YD mm"": ""29,6"", ""Arb.tr. MPa"": ""100,0"", ""Böjradie mm"": ""250"", ""Vikt kg/m"": ""1,35""}","[173.52000427246094, 369.6080081515842, 537.7999945746528, 382.72801005045574]",39,,2025-10-30 14:15:29
400,73,1201-40-02,-02,STANDARD,,"{""Artikelnummer"": ""1201-40-02"", ""ID mm"": ""4,0"", ""ID tum"": ""1/8\"""", ""YD mm"": ""11,5"", ""Arb.tr. MPa"": ""280,0"", ""Böjradie mm"": ""175"", ""Vikt kg/m"": ""0,36""}","[173.52000427246094, 631.8154370989118, 537.7999945746528, 645.2897238595145]",39,,2025-10-30 14:15:29
401,73,1201-40-03,-03,STANDARD,,"{""Artikelnummer"": ""1201-40-03"", ""ID mm"": ""5,0"", ""ID tum"": ""3/16\"""", ""YD mm"": ""13,4"", ""Arb.tr. MPa"": ""262,0"", ""Böjradie mm"": ""200"", ""Vikt kg/m"": ""0,45""}","[173.52000427246094, 645.2897238595145, 537.7999945746528, 658.7640106201172]",39,,2025-10-30 14:15:29
402,73,1201-40-05,-05,STANDARD,,"{""Artikelnummer"": ""1201-40-05"", ""ID mm"": ""8,0"", ""ID tum"": ""5/16\"""", ""YD mm"": ""16,4"", ""Arb.tr. MPa"": ""200,0"", ""Böjradie mm"": ""250"", ""Vikt kg/m"": ""0,64""}","[173.52000427246094, 658.7640106201172, 537.7999945746528, 672.2382973807199]",39,,2025-10-30 14:15:29
