0,1,2,3,4,5,6
Product code,Fig,"Number of
conductors
x mm2","ø Jacket
mm","ø Braid
mm
nom","DC-
resistance
Ω/km
nom.",Remark
TFR 463 2020/102,17,5 x 2 x 0.6,10.1 ± 0.5,7.5,7.1,"5 x 2 twist pair
AWG 20"
TFR 463 2024/102,17,5 x 2 x 0.25,8.0 ± 0.4,5.6,8.8,"5 x 2 twist pair
AWG 24"
TFR 463 2016/202,18,10 x 2 x 1.25,15.3 ± 0.8,12.5,2.7,"10 x 2 twist pair
AWG 16"
TFR 463 2020/202,18,10 x 2 x 0.6,12.2 ± 0.6,9.6,4.1,"10 x 2 twist pair
AWG 20"
TFR 463 2024/202,18,10 x 2 x 0.25,9.7 ± 0.5,7.1,7.4,"See Para 5 Note: 2
10 x 2 twist pair
AWG 24"
