0,1,2,3,4
Product number,Layout,Keying,Contacts,Remark
C0000690-15040,15-04,N,4xAWG12,
C0000690-15350,15-35,N,37xAWG22D,
C0000690-15352,15-35,B,37xAWG22D,
C0000690-23350,23-35,N,100xAWG22D,
C0000690-23540,23-54,N,"40xAWG22D,
9xAWG16, 4xAWG12",
