0,1
Rev,Description
A,First revision
B,"Document rewritten in MS Word format.
Document adapted to Saab layout.
Para 3.1 PANEL CUT OUT, table updated with correct numbers."
C,"Product numbers RNT2251311/063, RNT2251313/101 and
RNT2251315/192 has been added."
