0,1,2
Shell size,Thread,"Torque in Ncm
(max admissible)"
10SL-X,M4,Se para 4.8.1
14S-X,M4,120
16S-X,M4,120
16-X,M4,120
18-X,M4,120
20-X,M4,120
22-X,M4,120
24-X,M4,120
28-X,M5,200
32-X,M5,200
36-X,M5,200
