0,1
Rev,Description
E,"Number of pages changed from 4 to 5.
Paragraph 4.2, dimension 17.7 changed to 17.8, 19.5 to 19.6,
20.3 to 21.0 and 27.5 to 27.6.
Paragraph 4.3 added."
F,Product number RNT 225 4313/350 is added.
G,"Document adapted to Saab layout.
Product numbers RNT 225 4321/350 and RNT 225 4321/351
have been added."
H,Product number RNT 225 4311/982 is added.
J,"Product code RNT 225 4315/190 has been added. New header
added."
