0,1
Rev,Description
A,First revision
B,Changed size from 0 to 2 for C0001072-005 in para 2.1.
C,Removed minimum cable diameter in para 2.1.
D,"Added C0001072-006, C0001072-007, C0001072-008."
E,Added C0001072-009.
F,"Changed from mm to AWG size in para 2.1 and column “AWG”.
C0001072-006, 007 and 008 changed."
G,"Added part number C0001072-010. New template and document approved
in IFS."
H,"Added C0001072-011 and C0001072-012 and updated para 2.1, 2.3 and
para 3."
