0,1,2,3
ID-code,"Straight boot
RPY 1037",ID-code,"Straight boot
RPY 1037"
01,15/8,06,15/12
02,15/8,07,15/16
03,15/10,08,15/16
04,15/10,09,15/20
05,15/12,10,15/20
