0,1,2,3
Issue,Date,Changed By,Change Description
A,2021-11-03,Axel A Egerlid,First issue.
B,2022-04-12,Frida Delin,C0001866-3272 & C0001866-1272 added
C,2022-04-19,Frida Delin,Locator corrected
D,2023-04-20,Frida Delin,Alternate tool for AWG 12 added
E,2024-12-06,David Najafi,C0001866-4272 added
