0,1,2,3,4
"Product code
Purchased","Shell
size","Number of
contacts","MS-designation
D38999/20",Remarks
RPT 234 0411/350,11,13 # 22D,KB35PN,
RPT 234 0417/260,17,26 # 20,KE26PN,
RPT 234 0419/320,19,32 # 20,KF32PN,
RPT 234 0515/180,15,18 # 20,TD18PN,Ni-PTFE
,,,,
