0,1,2,3
Dimensions,Dimensions,Dimensions,Dimensions
"Shell
size","Ø B
+0,15
0",Ø Q,R
9,"13,1","3,2","18,3"
11,"15,9","3,2","20,6"
13,"19,1","3,2","23,0"
15,"23,0","3,2","24,6"
17,"25,8","3,2","27,0"
19,"29,0","3,2","29,4"
21,"32,2","3,2","31,8"
23,"34,9","3,9","34,9"
25,"37,7","3,9","38,1"
