0,1,2,3,4
Manufacture,"Wire size
AWG","Hand
crimp
tool",Locator,"Selector
settings"
Nicomatic,22,"Daniels
MH800",K1692,6
Nicomatic,24,"Daniels
MH800",K1692,7
Nicomatic,26 & 28,"Daniels
MH800",K1692,6
ATI,22,"Daniels
MH800","220S11/
MP6818",TBD1)
ATI,24,"Daniels
MH800","220S11/
MP6818",TBD1)
ATI,26 & 28,"Daniels
MH800","220S11/
MP6818",TBD1)
