0,1,2,3
"Product code
Purchased","Shell
size",Number of contacts,"MS-designation
MS 27468"
RNT 225 4311/050,11,5 # 20,T-11B-5S
RNT 225 4311/350,11,13 # 22D,T-11B-35S
RNT 225 4311/982,11,6 # 20,T-11B-98SB
RNT 225 4313/350,13,22 # 22D,T-13B -35S
RNT 225 4315/190,15,19 # 20,T-15B-35S
RNT 225 4315/350,15,37 # 22D,T-15B-19S
RNT 225 4321/350,21,79 # 22D,T-21B-35S
RNT 225 4321/351,21,79 # 22D,T-21B-35SA
RNT 225 4323/210,23,21 # 16,T-23B-21S
