0,1
Revision,Description
AU,Product code RNT2240317/061 and RNT2240317/062 has been added.
AV,Product code RNT2240315/180 has been added.
AX,Added product code RNT 224 0113/351.
AY,Added product code RNT224 0115/150.
AZ,"Added product code RNT2240313/350, RNT2240313/351, RNT2240331/352 and
RNT2240313/353."
BA,Added product code RNT2240315/350 and RNT2240315/351.
BB,Added product code RNT2240111/980
