0,1
BX,Added product code RPT2346323/350
BY,"Added product code RPT 234 6419/180. Added missing notes 1) in chapter
5 table. Moved product codes 1/RPT 234 6125/200 and RPT 234 6423/350
to their correct position in chapter 5 table."
BZ,Added RPT 234 6325/190
CA,Added RPT 234 6321/390
