0,1
Rev,Description
A,First revision
B,Updated info in para 3 and the remark column.
C,Updated the authorisation with new date. Added C0004924-100309.
D,"Updated para 3 table (C0004924-100309) that it’s an backshell for shield and
shrink boot. Updated para 1. Removed the old para 2.1 “product number
build up” because it’s inaccurate and confusing."
