0,1,2,3,4
Product number,Shell Size,Cable entry,Angle,"Shrink boot (Min
mm +/-0.4)"
C0005932-11103,11,03 (9.5 mm),Straight,14.3
C0005932-11132,11,32 (7.9 mm),Straight,12.7
C0005932-90902,09,02 (6.4 mm),90°,11.1
C0005932-91132,11,32 (7.9 mm),90°,12.7
C0005932-92106,21,06 (19.1mm),90°,23.8
C0005932-92131,21,31 (4.8 mm),90°,9.5
