0,1,2,3
Product code,"Design
Fig","Number of
contacts",Remark
"RNT18102/12
RNT18102/14
RNT18102/16
RNT18102/18
RNT18102/20
RNT18102/26
RNT18102/34","4
4
4
4
4
4
4","12
14
16
18
20
26
34",
"RNT18111/02
RNT18111/03
RNT18111/04
RNT18111/05
RNT18111/06
RNT18111/07
RNT18111/17","1
1
1
1
1
1
1","2
3
4
5
6
7
17",
"RNT18112/02
RNT18112/03
RNT18112/04
RNT18112/05
RNT18112/06
RNT18112/07
RNT18112/17","3
3
3
3
3
3
3","2
3
4
5
6
7
17",
RNT18113/01,Para 2.3.3,26,For cable
RNT18114/08,See 1/1301-RNT18114/08,26,For Press-fit
RNT18114/30,See 1/1301-RNT18114/30,26,For Press-fit
"1/RNT18101
1/RNT18102","5
6",,Contact element
