0,1,2,3,4
"Product code
Purchased",Shell size,"Number of contacts
and size","MIL-
designation
D38999/",Remarks
RNT 224 6413/080,13,8 # 20,26KC8SN,
RNT 224 6413/081,13,8 # 20,26KC8SA,
RNT 224 6413/100,13,10 # 20,26KC98SN,
RNT 224 6415/050,15,5 # 16,26KD5SN,
RNT 224 6417/060,17,6 # 12,26KE6SN,
RNT 224 6417/080,17,8 # 16,26KE8SN,
RNT 224 6421/390,21,"2 # 16, 37 # 20",26KG39SN,
RNT 224 6421/392,21,"2 # 16, 37 # 20",26KG39SB,
