0,1,2,3
"Product code
Purchased",Shell size,Number of contacts,"MS-designation
MS 27467T-"
RNT 225 7309/350,9,6 # 22D,9B-35SN
RNT 225 7309/980,9,3 # 20,9B-98SN
RNT 225 7311/060,11,6 # 20,11B-6SN
RNT 225 7311/350,11,13 # 22D,11B-35SN
RNT 225 7311/351,11,13 # 22D,11B-35SA
RNT 225 7311/980,11,6 # 20,11B-98SN
RNT 225 7313/040,13,4 # 16,13B-4SN
RNT 225 7313/080,13,8 # 20,13B-8SN
RNT 225 7313/350,13,22 # 22D,13B-35SN
