0,1
Rev,Description
D,The document has been rewritten for data storage in GASK.
E,"Para 3, text has been edited."
F,Remarks on product RNT 181 01 and RNT 181 01 has been added.
G,"RNT 181 xx has been added.
Paragraph 2.3.3 & 2.3.3.1& 2.3.3.2."
