0,1
,"The gap shall not exceed 1 mm (on each side).
’"
D,Photo Fig 2a and 2b added.
E,Clarification of Locking ring
F,Clarification of House nut
G,"Added assembly steps with pictures when he braid is
on the outside of back shell."
