0,1,2,3,4,5,6
Product code,Fig,"Number of
conductors
x mm²","ø Jacket
mm","ø Braid
mm
nom","DC-resistance
braid
Ω/km
max",Remark
TFR4631015/070,6,7 x 1.5,9.2 ± 0.5,6.7,-,"White numbered
conductors"
TFR4631060/060,7,6 x 6.0,21.1 ± 1.0,17.4,-,"Double braided
White numbered
conductors"
