0,1,2,3
"Product code
Purchased",Shell size,"Number of
contacts # size","MIL-designation
MS27468T-"
RPT 235 4309/350,9,6 # 22D,09-B-35PN
RPT 235 4311/050,11,5 #16,11B-5PN
RPT 235 4311/350,11,13 #22D,11B-35PN
RPT 235 4313/350,13,22 #22D,13B-35PN
RPT 235 4317/060,17,6 #12,17B-6PN
RPT 235 4317/350,17,55 #22D,17B-35PN
RPT 235 4323/210,23,21 # 16,23B-21PN
