0,1
Rev,Description
A,First revision
B,"Table 1 updated and corrected.
Table 2 has been added."
C,"Para 3; text ‘Check so the shield adapter is tight to the
cable, if not slid one piece of shrink
tube (L=30 mm) over the cable. The gap shall not
exceed 1 mm.’ changed to ‘Check so the shield adapter
is tight to the cable, if not build up the jacket with
suitable material (approximately 30 mm)."
