0,1
Revision,Description
D,Product codes RNT 224 0125/290 is been added.
E,Product codes RNT 224 0125/350 is been added.
F,"Document has been rewritten in Word.
Product code RNT 224 0111/350 has been added."
G,"Product codes RNT 224 0113/100 and
RNT 224 0115/190 has been added."
H,"Corrections have been made to 2.1.1 Dimension table.
S (shell size 9) changed from 24.0 to 23.8."
