0,1,2,3
"Article code
Purchased","Shell
size","Number of
contacts",MS-designation
RNT2251311/063,11,6 # 20,MS27466T11B98SC
RNT2251313/101,13,10 # 20,MS27466T13B98SA
RNT2251315/192,15,19 # 20,MS27466T15B19SB
RNT2251323/350,23,100 # 22D,MS27466T23B35S
