0,1,2,3,4,5,6
Product code,Fig,"Number of
conductors
x mm²","ø Jacket
mm
± 0.7","ø Braid
mm
nom","DC-resistance
braid
Ω/km
max",Remark
TFR4631020/124,13,12 x 0.6,12.1,10.4,3.70,"4 pcs part x AWG 20
4 pcs RG-187 AWG
28 marked 1- 4"
TFR4631020/363,14,3 x 2 x 0.6,11.0,8.4,5.60,3 x 2 x AWG 20
