0,1,2,3,4
Shell size,"+ 0.1
ø A - 0.03","+ 0.03
ø D - 0.1","+ 0.3
ø G 0","Thread
UNEF-2A"
9,14.7,11.1,19.8,7/16-28
11,18.1,14.4,23.0,9/16-24
13,21.9,17.2,27.0,11/16-24
15,25.0,20.4,30.1,13/16-20
17,28.2,23.6,33.0,15/16-20
19,30.9,26.2,36.1,1 1/16-18
21,34.1,29.4,39.2,1 3/16-18
23,37.3,32.6,42.3,1 5/16-18
25,40.4,35.7,45.5,1 7/16-18
