0,1,2,3
Shell size,"ø A
+ 0.15
0",ø P,R
9,16.7,3.2,18.3
11,20.2,3.2,20.6
13,23.4,3.2,23.0
15,26.6,3.2,24.6
17,31.0,3.2,27.0
19,32.9,3.2,29.4
21,36.1,3.2,31.8
23,39.3,3.9,34.9
25,42.5,3.9,38.1
