0,1,2,3,4
Product number,Size,Key,Cable (Max dia),AWG
C0001072-001,0,A,7.0 mm,"2xAWG22,
10xAWG28"
C0001072-002,0,B,7.0 mm,8xAWG24
C0001072-003,0,A,7.0 mm,16xAWG28
C0001072-004,0,B,7.0 mm,16xAWG28
C0001072-005,2,A,10.0 mm,16xAWG26
C0001072-006,0,C,7.0 mm,"2xAWG22,
10xAWG28"
C0001072-007,0,B,7.0 mm,"2xAWG22,
10xAWG28"
C0001072-008,0,C,7.0 mm,"2xAWG22,
10xAWG28"
C0001072-009,2,A,10.0 mm,8xAWG22
C0001072-010,1,B,8.5 mm,27xAWG28
C0001072-011,1,A,8.5 mm,27xAWG28
C0001072-012,0,D,7.0 mm,8xAWG24
