0,1
Tightening torque,Tightening torque
C0001072-001,"1,0 Nm"
C0001072-002,"1,0 Nm"
C0001072-003,"1,0 Nm"
C0001072-004,"1,0 Nm"
C0001072-005,"2,0 Nm"
C0001072-006,"1,0 Nm"
C0001072-007,"1,0 Nm"
C0001072-008,"1,0 Nm"
C0001072-009,"2,0 Nm"
C0001072-010,"1,5 Nm"
C0001072-011,"1,5 Nm"
C0001072-012,"1,0 Nm"
