0,1,2,3,4
"Product code
Purchased",Fig,"Shell
size","Number of
contacts
and size",MIL-designation
RPT 234 6925/200A,2,25,"4#12 13#16
3# 8 10#20",D38999/29WJ-20AN
RPT 234 6925/200B,3,25,"4#12 13#16
3# 8 10#20",D38999/31WK-20AN1
RPT 234 6925/200C,4,25,"4#12 13#16
3# 8 10#20",D38999/31WK-20AN
